text,category
"ARGENTINA.  Members of the FAL kidnapped Joaquin Waldemar Sanchez, the Paraguayan consul in the border town of Ituzaingo.  They threatened to kill Sanchez and begin killing the managers of American business firms if two of their members being held by the Argentine government were not released from prison.The government rejected their demand, stating that one of the two was not in custody and that the other would stay in jail because he was a common criminal who was in the hands of the judicial branch of the government and it would violate the Argentine constitution for the executive branch to interfere in the judicial branch.  President Stroessner of Paraguay, who was vacationing in Argentina at the time, fully concurred in the government's position.The kidnappers extended their deadline several times.  The government displayed one of the prisoners on television to show that he had not been tortured or killed, but refused to release him.  On March 28, the kidnappers released Sanchez unharmed, for humanitarian reasons, but vowed to execute police and government officials.  Argentina thus became the first government to successfully defy a group of kidnappers, establishing a precedent which Guatemala would follow a few days later on March 3l.",terror
DOMINICAN REPUBLIC.  A powerful bomb exploded in the building housing the USIS offices.,terror
LEBANON.  The American Insurance Company in Beirut was bombed by the PFLP.,terror
"LEBANON.  The U.S. embassy in Beirut was bombed by the PFLP, causing little damage and no injuries.  The PFLP later said that the attack was in retaliation for plans of the U.S. Embassy in Beirut to foment religious strife and create civil massacres in Lebanon aimed at paralyzing the Palestine resistance movement.",terror
"ARGENTINA.  Four members of MANO attempted to kidnap Yuri Pivovarov, Soviet assistant commercial attache.  Pivovarov was taken from his car at gunpoint and forced into another car.  His wife's screams alerted a police guard who fired at the fleeing car.  A passing police car took up the chase, riddling the kidnappers' car with bullets.  When the kidnappers' car collided with another car and smashed into a tree, three of the kidnappers were captured and the fourth escaped. Pivovarov was not seriously injured.  A subsequent investigation revealed that a deputy federal police inspector was involved in the attempt.  MANO had threatened to kill the Soviet Ambassador and his family just two days before in retaliation for the kidnapping of the Paraguayan consul on 24 March.",terror
"LEBANON.  The U.S.-owned Medreco oil refinery near Sidon was bombed by the PFLP, causing little damage and no injuries.",terror
LEBANON.  PFLP terrorists planted two sticks of dynamite at the rear entrance of the USIS Kennedy Center in Beirut.  No injuries were reported.,terror
"JAPAN.  Nine members of the Unified Red Army (URA) hijacked a Japan Air Lines plane enroute from Tokyo and ordered it flown to Pyongyang, North Korea.  In an elaborate ruse, officials disguised Seoul's airport to look like Pyongyang's and the plane landed in Seoul, but the hijackers were not fooled.  They let the passengers disembark in Seoul, however, and flew to Pyongyang on April 3.",terror
"GUATEMALA.  Members of the FAR kidnapped Count Karl von Spreti, West German ambassador to Guatemala, who was taken from his car at gunpoint and driven to a hideout outside of Guatemala City.  The kidnappers threatened to execute Count von Spreti unless the government released 17 prisoners.  The demand was later increased to the release of 25 prisoners and the payment of $700,000 ransom.In the face of strong pressure from the West German government, and in contrast to its previous prompt accessions to kidnappers' demands (March 6, 1970), the Guatemalan government rejected the demands, citing the Argentine precedent (March 24, 1970) and the Guatemalan constitution which prevented the executive branch from interfering with the judicial branch of the government.Behind the public show of resistance was a private conviction on the part of officials within the Guatemalan government, including the president, that the kidnappers' deadline had been extended and that a compromise settlement was possible.  A last-minute attempt at negotiations failed, however, and on April 5 authorities received an anonymous phone call telling them where to find the ambassador's body. The West German government denounced the Guatemalan government and reduced its diplomatic representation in Guatemala to a bare minimum.",terror
"BRAZIL.  U.S.  Consul General Curtis S. Cutter eluded a kidnapping attempt in Porto Alegre.  As Cutter was driving home from dinner with his wife and a friend, a car blocked his path.  When four or five men armed with submachine guns jumped out of it and ran toward his car, Cutter stepped on the accelerator, knocking one of them down.  The others opened fire and Cutter was wounded in the back, but he managed to drive away while the would-be kidnappers picked up their injured comrade and escaped.  Three men, reported to be members of the VPR (Popular Revolutionary Vanguard), were later arrested in connection with the incident.",terror
DOMINICAN REPUBLIC.  A medium-intensity bomb exploded in the Santo Domingo headquarters of the Peace Corps.  No injuries reported.,terror
JORDAN.  The USIS Cultural Center in Amman was attacked by a large mob and completely destroyed by fire.,terror
"JORDAN.  Fedayeen terrorists carried out a successful assault on the U.S.  embassy in Amman.  Damage was estimated to be approximately $100,000.",terror
"ETHIOPIA.  Jack Fry, a Peace Corps official, and his wife, were kidnapped from a train by ELF and released five days later.  No demands were made.",terror
UNITED STATES.  Nationalist Chinese Premier Chinang Chingkuo was shot while entering the Plaza Hotel in New York in an unsuccessful assassination attempt by a Taiwanese member of the World United Formosans for Independence.,terror
"FEDERAL REPUBLIC OF GERMANY.  During the early morning hours, the U.S. consulate general building in Bremen was attacked with five Molotov cocktails, causing $300 worth of damage to the room used by USIS.",terror
TURKEY.  A bomb exploded in the El Al Israel Airlines office in Istanbul.  There were no injuries.,terror
"BRAZIL.  A Brazilian VASP airliner was hijacked and ordered flown to Cuba by an armed hijacker identified as Joaquim Terreira, who was considered to be the successor to Carlos Marighela, a left-wing urban guerrilla leader.  The 37 passengers aboard the plane were allowed to disembark in Guyana.",terror
TURKEY.  A small group of young men attacked a U.S. AID warehouse on the outskirts of Ankara by cutting the barbed wire to allow entry to the grounds.  Molotov cocktails were thrown at equipment and vehicles and they shot at the nightwatchman.,terror
"JAMAICA.  Two U.S. citizens hijacked a British West Indian Airways flight en route from Jamaica to Miami.  They landed in Havana for refueling and ordered the plane flown to Senegal, but Cuban and British authorities persuaded them to surrender.",terror
ITALY.  A policeman defused six sticks of dynamite that he found near the U.S. consulate entrance.,terror
"PARAGUAY.  Two Palestinian Arabs burst into the Israeli embassy in Asuncion, shot and killed the wife of the first secretary, and seriously wounded an embassy employee.  The assailants, who were arrested, were reported to be members of Al Fatah.",terror
"PAKISTAN.  A bomb exploded directly in front of the door to the USIS library in Dacca, injuring a library patron.",terror
UNITED KINGDOM.  Molotov cocktails were thrown at the U.S. embassy in London.,terror
VENEZUELA.  A bomb did minor damage to an American business in Caracas.,terror
SOUTH AFRICA.  The assistant U.S. naval attache in Capetown reported that he had been kidnapped and held overnight.  He was forced to telephone the demands of the kidnappers for the release of twenty-two people being held under the Suppression of Communism Act.,terror
"LEBANON.  Two hand grenades were thrown at the gendarme post adjacent to the residence yard of the U.S. ambassador in Beirut, slightly injuring one of the guards.",terror
JORDAN.  The U.S. military attache in Amman was assassinated by automatic weapons fired at close range at his home.,terror
SWITZERLAND.  A bomb exploded in the baggage compartment of an Iberian Air Lines DC9 in Geneva.  A caller had given a warning first and all passengers and crew had been removed from the plane.,terror
NETHERLANDS.  A firebomb that was to have been planted on board an Iberia Air Lines plane bound for Spain exploded in Amsterdam airport.,terror
FEDERAL REPUBLIC OF GERMANY.  A firebomb that was to have been planted on board an Iberia Air Lines plane bound for Spain exploded in the Frankfurt Airport.,terror
UNITED KINGDOM.  A firebomb was found in a suitcase on board a loaded Iberia Air Lines plane headed for Spain.  The bomb was defused.,terror
"ECUADOR.  A bomb exploded in front of the home of the U.S. branch public affairs officer in Guayaquil.  A telephone call claimed the blast in retaliation for U.S. entry into Cambodia.However, no group claimed responsibility.",terror
"ISRAEL.  Fedayeen who had crossed the border from Lebanon fired three bazooka rockets at a school bus, killing eight children and wounding 22.",terror
"ITALY.  An Alitalia DC9 flying from Genoa to Rome was hijacked by a young Italian armed with a toy pistol, who diverted the plane and its thirty-five passengers to Cairo in protest of the Middle East conflict.  He forced the pilot to change course twice during the incident.",terror
"PHILIPPINES.  A bomb was found in the USIS Thomas Jefferson Cultural Center in Manila.  It was defused; however, another bomb did explode in the music library of the center, injuring no one but damaging the building.",terror
"PHILIPPINES.  A bomb was found in the USIS Thomas Jefferson Cultural Center in Manila.  It was defused; however, another bomb did explode in the music library of the center, injuring no one but damaging the building.",terror
"JORDAN.  Members of the PFLP kidnapped Morris Draper, U.S. political secretary, in Amman, and released him unharmed on June 8.  His release was negotiated by the host government.",terror
"JORDAN.  Captain Robert Potts, a U.S.  military attache, and his wife were slightly wounded by gunfire after their car was stopped by a commando roadblock in Amman.",terror
JORDAN.  Members of the PFLP held 60 foreigners hostage in two Amman hotels.  They threatened to blow up the two hotels if PFLP camps in Jordan were smashed by Jordanian army units.  The hostages were released unharmed on 12 June.,terror
IRAN.  The Tehran offices of El Al were bombed.,terror
"JORDAN.  Major Robert Perry, U.S.  military attache in Amman, was shot to death in his home by guerrillas.",terror
"BRAZIL.  Members of the ALN and VPR kidnapped Ehrenfried von Holleben, West German ambassador to Brazil, in Rio de Janeiro.  One of the ambassador's Brazilian security guards was killed during the abduction.In return for von Holleben's safe return, the kidnappers demanded the release of 40 prisoners who were to be flown to Algeria, Chile, or Mexico, and the publication of a revolutionary manifesto.  Among the prisoners were those accused of being involved in the kidnapping of U.S.  Ambassador Charles Burke Elbrick (September 4, 1969).  The Brazilian government agreed, and the 40 prisoners were flown to Algeria.  They arrived June 15 and Ambassador von Holleben was released unharmed on June 16.",terror
ARGENTINA.  The Parke Davis pharmaceutical plant on the outskirts of Buenos Aires was severely damaged by a bomb.  Three employees were killed.,terror
THAILAND.  Three USIS foreign service local employees were killed in an ambush by communist terrorists while traveling in a USIS vehicle on the main highway in Chiang Mai.,terror
"LEBANON.  A U.S.  citizen with an Albanian passport hijacked a Pan American World Airways jet bound from Beirut to New York, and ordered the plane flown to Cairo.",terror
UNITED STATES.  Members of the Jewish Defense League (JDL) damaged the offices of Amtorg Trading Corporation (German) in New York.,terror
"BRAZIL.  Members of the ALN attempted to hijack a Cruzeiro do Sul Caravelle flying the Rio de Janeiro-Sao Paulo-Buenos Aires run, and use a machine gun to divert it.  One of them used a revolver to shoot the pilot in the legs, but he managed to fly back to Rio, unknown to the hijackers.  Tires on the plane were shot out by police and then police stormed the plane.  The hijackers had planned to keep hostages in exchange for the release of political prisoners.",terror
UNITED STATES.  Members of Revolutionary Force Seven claimed credit for the early morning firebombing of the Argentine Embassy.,terror
UNITED STATES.  Members of Revolutionary Force Seven claimed credit for the early morning firebombing of the Haitian Embassy.,terror
UNITED STATES.  Members of Revolutionary Force Seven claimed credit for the early morning firebombing of the Uruguayan Embassy.,terror
UNITED STATES.  Members of Revolutionary Force Seven claimed credit for the early morning firebombing of the Dominican Republic Embassy.,terror
UNITED STATES.  The New York City office of BOAC was bombed to protest British actions in Northern Ireland.,terror
COLOMBIA.  Three powerful incendiary devices were found unexploded in a U.S. firm in Cali.,terror
UNITED STATES.  A pipe bomb was found at the Portuguese Travel and Information Agency in New York.,terror
"UNITED STATES.  A pipe bomb exploded at the Haitian consulate in New York, injuring three people.",terror
UNITED STATES.  An explosive device was found at the South African Consulate in New York.,terror
"LEBANON.  Rockets were fired from a nearby apartment into the home of Dr. Wadi Elias Hadad, second in command of the PFLP and founder of the Arab Nationalist Movement in an assassination attempt.  Four people were injured in the attempt, which Hadad believes was sponsored by U.S. and Israeli intelligence.",terror
BRAZIL.  A member of the VPR was arrested after attempting to hijack an airliner in exchange for release of political prisoners.,terror
BOLIVIA.  Bombs were thrown at the USIS Binational Center in La Paz.,terror
"BOLIVIA.  Members of the ELN kidnapped two West German technicians in Teoponte.  They burned the offices of the U.S.-owned goldmining firm, South American Placers, Inc., stole $5,000, and fled into the jungle with their captives, whom they threatened to execute unless the Bolivian government released 10 prisoners within 48 hours.  The government yielded on July 22 and the two technicians were released unharmed on July 23.",terror
"LEBANON.  Six Arab guerrillas hijacked an Olympic Airways 727 airliner over Rhodes after it had taken off from Beirut, and ordered it flown to Cairo.  They demanded the release of seven other Arab guerrillas being held by the Greek government for the attack on an El Al Israel Airlines airliner (December 26, 1968), for an attempted hijacking of a TWA airplane (December 24, 1969), and for an attack on the El Al Israel Airlines office in Athens (November 27, 1969).With the International Red Cross acting as intermediary, the Greek government promised to release the prisoners within one month, and the 55 passengers and crew of the Olympic Airways plane were released. The Palestinian Popular Struggle Front claimed credit for the operation.  Officials in Cairo welcomed the six hijackers and praised their determination to free their colleagues.  The Greek government went ahead with the trial of two of the guerrillas whose release had been agreed to (the other five had already been sentenced).  They were found guilty and sentenced to prison terms totaling more than 29 years, but were released on August 12 according to the agreement worked out on July 22.",terror
"BRAZIL.  Police foiled an attempt to kidnap Donner Lyon, U.S.  consul in Recife.  Three terrorists were arrested.",terror
"URUGUAY.  In a series of raids, Tupamaros kidnapped Daniel A. Mitrione, U.S. public safety adviser in Uruguay, Aloisio Mares Dias Gomide, Brazilian consul in Uruguay, and Claude Fly, U.S. agricultural adviser (see below, July 31 and August 7, 1970 incidents).  Mitrione was wounded during his abduction.  The kidnappers demanded the release of approximately 150 Tupamaros being held in jail in return for the three hostages they had taken.  Despite some pressure from the United States, the president of Uruguay refused to negotiate.  The police cordoned off Montevideo and launched a massive search during which 20 suspected terrorists were arrested.  The Tupamaros carried out their threat to kill Mitrione and police found his body on August 10.  Four terrorists involved in the kidnapping were arrested by Uruguayan security forces in March 1973; One of them, Antonio Mas Mas, was identified as Mitrione's actual murderer; he was later convicted of the crime and sentenced to 42-45 years in prison.",terror
"URUGUAY.  Aloisio Mares Gomide, Brazilian consul, was kidnapped by Tupamaros the same day as Mitrione (see July 31 above).  The Tupamaros said they chose Dias Gomide because he was the representative of a dictatorship which had tortured and killed hundreds of Brazilian patriots.  Dias Gomide and two other hostages were being held in return for the release of some 150 imprisoned Tupamaros, but the Tupamaros later reduced their ransom demand for Dias Gomide to $250,000.  The ransom money was raised by the consul's wife, but some reports indicate that it was never paid.  Dias Gomide was finally released over six months later on February 21, 1971.",terror
"URUGUAY.  Tupamaros attempted to kidnap Michael Gordon Jones, second secretary to the U.S. embassy in Montevideo, and Nathan Rosenfeld, the cultural attache.  Rosenfeld eluded capture, but Jones was struck on the head with a pistol, wrapped in a blanket, tied, and thrown in the back of a pickup truck.  He regained consciousness while being driven through Montevideo, threw himself from the truck, and escaped.",terror
UNITED STATES.  The Revolutionary Affinity Group Six claimed credit for an explosion outside the New York City branch of the Bank of Brazil. The word Weatherman was found painted on the bank.,terror
BELGIUM.  A bomb believed to have been planted in the Yugoslav embassy in Brussels by Croatian terrorists failed to explode.,terror
"UNITED STATES.  A Pan American World Airways 747 jumbo jet was hijacked to Cuba by a 35-year-old Puerto Rican nationalist, Rudolfo Rivera Rios.  When the plane, going from New York to San Juan, P.R., with 376 persons aboard was about 300 miles from its destination, the hijacker brandished a revolver, held up a bottle that he said contained nitroglycerine, and demanded that the plane change course for Havana.  When the aircraft landed, the Cuban authorities jailed the hijacker for seven years.  When Rios returned to the United States in 1978, he pleaded guilty to one count of kidnapping.  He claimed that he had hijacked the plane to dramatize the cause of Puerto Rican independence.  He was sentenced to life in prison and will be eligible for release in ten years.",terror
CHILE.  A box containing what appeared to be a time bomb with four sticks of dynamite was discovered in the Santiago USIS Binational Center.,terror
"URUGUAY.  Tupamaros kidnapped Claude Fly, U.S.  agricultural adviser, from his office.  Fly was held, along with Mitrione and Dias Gomide who had been kidnapped on July 31 (see above) in return for 150 Tupamaros held in jail.  During his extended captivity, Fly suffered a heart attack.  The Tupamaros then kidnapped a prominent heart specialist who confirmed that Fly was gravely ill and needed prompt medical attention.  Both Fly and the physician were driven to a hospital and released on March 2, 1971.",terror
COSTA RICA.  A fire completely destroyed the USIS Binational Center in Limon.,terror
ARGENTINA.  The FAP conducted an armed attack on the Italian Hospital in Santa Fe.,terror
"GERMANY.   Two bombs exploded in West Berlin, damaging cars belonging to U.S. military personnel.",terror
BOLIVIA.  A bomb was found outside the La Paz Peace Corps headquarters and was successfully disarmed.,terror
BOLIVIA.  A bomb exploded in front of the US AID building in La Paz.,terror
BOLIVIA.  Bombs exploded at the La Paz residence of a U.S. Embassy officer and at the U.S. Consulate building.,terror
BOLIVIA.  Bombs exploded at the La Paz residence of a U.S. Embassy officer and at the U.S. Consulate building.,terror
"UNITED STATES.  The Revolutionary Action Party claimed credit for bombing the Portuguese Embassy in Washington, D.C.",terror
UNITED STATES.  The Revolutionary Action Party claimed credit for bombing the Rhodesian Information office.,terror
"NETHERLANDS.  Thirty-two armed Amboinese youths seized the Hague residence of the Indonesian ambassador, killing a guard in the attack.  They held the family hostage, demanding the independence of the South Moluccan Islands. They were talked into surrendering the next day.",terror
"TURKEY.  The Tuslog Detachment 30, a U.S.  Air Force facility in Ankara, was bombed.  Two additional devices that failed to explode were also found in the facility.",terror
GUATEMALA.  The Uruguayan Embassy was machine-gunned by the FAR.,terror
JORDAN.  Palestinian commandos in Amman attempted to assassinate King Hussein by firing on his motorcade.,terror
GREECE.  Extensive damage resulted when a bomb exploded in the parking lot of the U.S. embassy in Athens when two terrorists were attempting to carry it into the building.  Both terrorists were killed.,terror
"JORDAN.  Staff Sergeant Ervin Graham, an American soldier assigned to the U.S.  defense attache's office in Jordan, was held eight days by Palestinian guerrillas.  He was interrogated and released.  No ransom demands were made.",terror
"NETHERLANDS.  In a well-coordinated plan, members of the PFLP hijacked three airliners bound for New York from Europe, and diverted them to various locations in the Middle East.  A Pan American World Airways 747 from Amsterdam was first ordered flown to Beirut, then to Cairo, where it was blown up a few minutes after the passengers and crew were evacuated.  A Swissair DC-8 en route from Zurich , and a TWA 707 en route from Frankfurt were flown to Dawson Field, a landing strip in the Jordanian desert described by the hijackers as the Revolution Airport.A fourth hijacking of an El Al Israel Airlines plane en route to London from Amsterdam was foiled when a security guard aboard the plane killed one of the hijackers and wounded another.  The dead hijacker was Patrick Arguello, a member of the FSLN, a leftist guerrilla movement in Nicaragua.  The wounded hijacker was Leila Khaled, who had participated in the hijacking of a TWA 707 to Syria on August 29, 1969.  Miss Khaled was arrested in London but later released to gain release of the hostages in Jordan.The PFLP announced that the hijackings were in retaliation for American support of Israel and the U.S.  peace initiatives in the Middle East.  The hijackers demanded the release of Arab guerrillas imprisoned in Switzerland, the United Kingdom, and West Germany.  West Germany at first agreed to release the prisoners, but later reversed its position in favor of a joint international effort to free the passengers.On September 9, the PFLP hijacked a BOAC VC-10 from Bombay, India and also had it flown to Dawson Field in Jordan, bringing the total number of hostages held in the desert to 300.  Negotiations to free them were complicated by the outbreak of fighting between Jordanian troops and Palestinian guerrillas.  On September 12, the remaining passengers (women and children had been removed earlier) were evacuated and the three planes were blown up.  Most of the passengers were soon released, but the PFLP continued to hold 58 hostages in order to exert pressure on the European governments.  The hostages were released on September 25, 26, and 29.  On September 29, the Swiss government announced that the British, Swiss and West German governments would free seven Arab guerrillas when the last six hostages, who were US citizens, had left Jordan.  The seven prisoners were relased and flown to Cairo on September 30.Twenty-five persons who were held hostage for 22 days reached a combined $370,000 out-of-court settlement with TWA whose 707 jet was one of the hijacked planes.  Awards in the settlement ranged from $17,500 for a single person to a combined $80,000 for a six-member family.  The attorney for the plaintiffs said, It is one of the first cases where an airline accepted responsibility for recovery for mental anguish (suffered by passengers) in hijacking cases.",terror
"FEDERAL REPUBLIC OF GERMANY.  In a well-coordinated plan, members of the PFLP hijacked three airliners bound for New York from Europe, and diverted them to various locations in the Middle East.  A TWA 707 flight enroute from Frankfurt was hijacked to Dawson Field, a landing strip at Zerya in Jordan (described by the hijackers as the Revolution Airport.  A Pan American World Airways 747 was first ordered flown to Beirut, then to Cairo, where it was blown up a few minutes after the passengers and crew were evacuated.  A Swissair DC-8 en route from Zurich was also hijacked to Dawson Field. A fourth hijacking of an El Al Israel Airlines plane en route to London from Amsterdam was foiled when a security guard aboard the plane killed one of the hijackers and wounded another.  The dead hijacker was Patrick Arguello, a member of the FSLN, a leftist guerrilla movement in Nicaragua.  The wounded hijacker was Leila Khaled, who had participated in the hijacking of a TWA 707 to Syria on August 29, 1969.  Miss Khaled was arrested in London but later released to gain release of the hostages in Jordan.The PFLP announced that the hijackings were in retaliation for American support of Israel and the U.S.  peace initiatives in the Middle East.  The hijackers demanded the release of Arab guerrillas imprisoned in Switzerland, the United Kingdom, and West Germany.  West Germany at first agreed to release the prisoners, but later reversed its position in favor of a joint international effort to free the passengers.On September 9, the PFLP hijacked a BOAC VC-10 from Bombay, India and also had it flown to Dawson Field in Jordan, bringing the total number of hostages held in the desert to 300.  Negotiations to free them were complicated by the outbreak of fighting between Jordanian troops and Palestinian guerrillas.  On September 12, the remaining passengers (women and children had been removed earlier) were evacuated and the three planes were blown up.  Most of the passengers were soon released, but the PFLP continued to hold 58 hostages in order to exert pressure on the European  governments.  The hostages were released on September 25, 26, and 29.  One September 29, the Swiss government announced that the British, Swiss and West German governments would free seven Arab guerrillas when the last six hostages, who were US citizens, had left Jordan.  The seven prisoners were released and flown to Cairo on September 30.Twenty-five persons who were held hostage for 22 days reached a combined $370,000 out-of-court settlement with TWA whose 707 jet was one of the planes hijacked.  Awards in the settlement ranged from $17,500 for a single person to a combined $80,000 for a six-member family.  The attorney for the plaintiffs said, It is one of the first cases where an airline accepted responsibility for recovery for mental anguish (suffered by passengers) in hijacking cases.",terror
"SWITZERLAND.  In a well-coordinated plan, members of the PFLP hijacked three airliners bound for New York from Europe, and diverted them to various locations in the Middle East. A Swissair DC-8 enroute from Zurich was hijacked to Dawson Field in Jordan.   A Pan American World Airways 747 from Amsterdam was first ordered flown to Beirut, then to Cairo, where it was blown up a few minutes after the passengers and crew were evacuated.   A TWA 707 en route from Frankfurt was forced to Dawson Field, a landing strip in the Jordanian desert described by the hijackers as the Revolution Airport.A fourth hijacking of an El Al Israel Airlines plane en route to London from Amsterdam was foiled when a security guard aboard the plane killed one of the hijackers and wounded another.  The dead hijacker was Patrick Arguello, a member of the FSLN, a leftist guerrilla movement in Nicaragua.  The wounded hijacker was Leila Khaled, who had participated in the hijacking of a TWA 707 to Syria on August 29, 1969.  Miss Khaled was arrested in London but later released to gain release of the hostages in Jordan.The PFLP announced that the hijackings were in retaliation for American support of Israel and the U.S.  peace initiatives in the Middle East.  The hijackers demanded the release of Arab guerrillas imprisoned in Switzerland, the United Kingdom, and West Germany.  West Germany at first agreed to release the prisoners, but later reversed its position in favor of a joint international effort to free the passengers.On September 9, the PFLP hijacked a BOAC VC-10 from Bombay, India and also had it flown to Dawson Field in Jordan, bringing the total number of hostages held in the desert to 300.  Negotiations to free them were complicated by the outbreak of fighting between Jordanian troops and Palestinian guerrillas.  On September 12, the remaining passengers (women and children had been removed earlier) were evacuated and the three planes were blown up.  Most of the passengers were soon released, but the PFLP continued to hold 58 hostages in order to exert pressure on the European governments.  The hostages were released on September 25, 26 and 29.  On September 29, the Swiss government announced that the British, Swiss and West German governments would free seven Arab guerrillas when the last six hostages, who were US citizens, had left Jordan.  The seven prisoners were released and flown to Cairo on September 30.  Twenty-five persons who were held hostage for 22 days reached a combined $370,000 out-of-court settlement with Trans World Airlines whose 707 jet was one of the planes hijacked.  Awards in the settlement ranged from $17,500 for a single person to a combined $80,000 for a six-member family.  The attorney for the plaintiffs said, It is one of the first cases where an airline accepted responsibility for recovery for mental anguish (suffered by passengers) in hijacking cases.",terror
"NETHERLANDS.  In a well-coordinated plan, members of the PFLP hijacked three airliners bound for New York from Europe, and diverted them to various locations in the Middle East.  A Pan American World Airways 747 was first ordered flown to Beirut, then to Cairo, where it was blown up a few minutes after the passengers and crew were evacuated.  A Swissair DC-8 en route from Zurich , and a TWA 707 en route from Frankfurt were flown to Dawson Field, a landing strip in the Jordanian desert described by the hijackers as the Revolution Airport.A fourth hijacking of an El Al Israel Airlines plane en route to London from Amsterdam was foiled when a security guard aboard the plane killed one of the hijackers and wounded another.  The dead hijacker was Patrick Arguello, a member of the FSLN, a leftist guerrilla movement in Nicaragua.  The wounded hijacker was Leila Khaled, who had participated in the hijacking of a TWA 707 to Syria on August 29, 1969.  Miss Khaled was arrested in London but later released to gain release of the hostages in Jordan.The PFLP announced that the hijackings were in retaliation for American support of Israel and the U.S.  peace initiatives in the Middle East.  The hijackers demanded the release of Arab guerrillas imprisoned in Switzerland, the United Kingdom, and West Germany.  West Germany at first agreed to release the prisoners, but later reversed its position in favor of a joint international effort to free the passengers.On September 9, the PFLP hijacked a BOAC VC-10 from Bombay, India and also had it flown to Dawson Field in Jordan, bringing the total number of hostages held in the desert to 300.  Negotiations to free them were complicated by the outbreak of fighting between Jordanian troops and Palestinian guerrillas.  On September 12, the remaining passengers (women and children had been removed earlier) were evacuated and the three planes were blown up.  Most of the passengers were soon released, but the PFLP continued to hold 58 hostages in order to exert pressure on the European governments.  The hostages were released on September 25, 26, and 29.  On September 29, the Swiss government announced that the British, Swiss, and West German governments would free seven Arab guerrillas when the last six hostages, who were US citizens, had left Jordan.  The seven prisoners were released and flown to Cairo on September 30.Twenty-five persons who were held hostage for 22 days reached a combined $370,000 out-of-court settlement with Trans World Airlines whose 707 jet was one of the planes hijacked.  Awards in the settlement ranged from $17,500 for a single person to a combined $80,000 for a six-member family.  The attorney for the plantiffs said, It is one of the first cases where an airline accepted responsibility for recovery for mental anguish (suffered by passengers) in hijacking cases.",terror
BOLIVIA.  The USIS Binational Center in Sucre was attacked with Molotav cocktails.,terror
ARGENTINA.  A small bomb exploded at the USIS Binational Center in Mendoza.,terror
GREECE.  Two members of the ELF who attempted to hijack an Ethiopian airliner in Athens were foiled by security guards.,terror
"INDIA.  The PFLP hijacked a BOAC VC-10 to Jordan (see September 6, 1970, incident).  The plane had originated in Bombay, India.",terror
ARGENTINA.  Three unidentified gunmen raided the U.S.  Information Service office in Cordoba and detonated a bomb in a storeroom.,terror
"GUATEMALA.  A bomb went off in the home of the Uruguayan Ambassador, however the ambassador was not at home at the time.",terror
"JORDAN.  John Stewart, the U.S. Cultural Affairs Adviser in Jordan, was kidnapped and held for one day by the PLO.  He was interrogated. No ransom demands were made and he was released unharmed the following day.",terror
"JORDAN.  Sergeant Graham of USDAO was kidnapped and questioned for eight days, after which he was released unharmed.",terror
"UNITED KINGDOM.  Members of the JDL in London announced that they had kidnapped three employees of the Egyptian embassy and would hold them hostage until the airline passengers held in Jordan (see September 6, 1970 incident) were released.",terror
"JORDAN.  The U.S. AID parking lot in Amman was burned, and the U.S. Embassy received sniper fire.",terror
ARGENTINA.  A bomb exploded at the door to the USIS Binational Center in Sucre.,terror
TURKEY.  An explosive device was detonated outside the U.S.  Air Force commissary in Izmir.  A second bomb consisting of seven sticks of dynamite was found outside the commissary.,terror
TURKEY.  CENTO headquarters in Ankara was bombed.  The bomb shattered virtually all of the glass in the windows on two sides of the building.  There were no injuries.,terror
TURKEY.  An explosive device was thrown at the USIS offices in Ankara. Damage was slight.,terror
"CANADA.  Members of the Quebec Liberation Front (FLQ) kidnapped James R. Cross, British trade commissioner in Quebec Province, and demanded as ransom the release of 13 imprisoned FLQ members and their flight to Algeria or Cuba, the publication of the FLQ manifesto, the payment of $500,000 in gold, the publication of the name of the informant whose tip had led police to raid an FLQ hideout in June, and the reinstatement of certain post office workers who had lost their jobs.  The Canadian government rejected the demands but attempted (unsuccessfully) to communicate with the kidnappers.FLQ members kidnapped Pierre LaPorte, minister of labor in the Quebec government.  The kidnappers warned that they would kill LaPorte if the demands made by Cross's kidnappers were not met.  The government again rejected the demands, but offered the kidnappers a safe conduct out of the country if the two hostages were released unharmed.  On October 16, the federal government of Canada invoked emergency powers which authorized police and troops to conduct searches and make arrests without warrants.  On October 18, LaPorte's body was found in the trunk of a car.  In a massive hunt for the kidnappers, more than 500 suspected members and sympathizers of the FLQ were arrested.  Three were later convicted.On December 3, James Cross's kidnappers dropped all of their previous demands and released him unharmed in return for safe conduct to Cuba. On December 28, 1971, LaPorte's kidnappers were arrested.  They were subsequently tried, found guilty, and sentenced to life imprisonment. In December 1978, a French-Canadian couple ended their self-exile in France to face trial in Montreal for the kidnapping of Cross.  They refused to plead to the charges in a preliminary hearing.  The judge entered a plea of not guilty on their behalf.  On August 7, 1979, Jacques and Louise Cossette-Trudel received two-year jail sentences for the kidnapping.  Jacques Lanctot, brother of Louise Cossette-Trudel, was given a longer sentence because he refused to express regret for his actions when he pleaded guilty.On June 9, 1982, Yves Langlois, the last of the five Quebec separatist guerrillas wanted for the kidnapping of James Cross, returned home to Montreal from exile in France.  He pleaded guilty to forcible detention, extortion and conspiracy.  In September 1982, Langlois was sentenced to one day less than two years and was ordered to do 150 hours of community work after his release.",terror
ARGENTINA.  A time bomb was left on the window ledge of the USIS Binational Center in Tucuman.  The bomb was dismantled.,terror
